Brand,Model,Gear,KM,Energie,Year,Price,Zip_code,longitude,latitude
PEUGEOT,2008,Manuelle,105674,Diesel,2018,11 200,38000,5.7224,45.1715
PEUGEOT,2008,Manuelle,19937,Essence,2019,13 999,86000,0.3333,46.5833
PEUGEOT,3008,Manuelle,10968,Essence,2019,23 299,86000,0.3333,46.5833
PEUGEOT,308,Manuelle,14247,Essence,2019,29 990,73000,5.9237,45.6216
PEUGEOT,208,Manuelle,68742,Diesel,2017,9 280,1000,5.2075,46.2022
PEUGEOT,3008,Automatique,4170,Hybride R,2020,35 300,16430,0.14593333333333333,45.7167
PEUGEOT,3008,Manuelle,10,Diesel,2021,33 990,63000,3.0863,45.7797
PEUGEOT,208,Manuelle,40476,Diesel,2018,12 990,60740,2.4536,49.2218
PEUGEOT,208,Manuelle,23935,Essence,2020,16 499,36250,1.6114333333333335,46.8066
PEUGEOT,208,Manuelle,21263,Essence,2019,11 999,16430,0.14593333333333333,45.7167
PEUGEOT,2008,Manuelle,40,Essence,2021,23 790,13300,5.0954,43.6407
PEUGEOT,3008,Manuelle,133,Essence,2021,32 999,41260,1.3676,47.6162
PEUGEOT,108,Manuelle,10,Essence,2021,11 699,64200,-1.5315,43.4801
PEUGEOT,208,Manuelle,16191,Essence,2019,11 999,33260,-1.1406,44.6287
PEUGEOT,3008,Automatique,20123,Diesel,2020,31 980,73000,5.9237,45.6216
PEUGEOT,3008,Manuelle,13220,Diesel,2020,30 690,63000,3.0863,45.7797
PEUGEOT,2008,Automatique,50318,Essence,2019,15 940,51530,3.9440588235294123,49.0107
PEUGEOT,3008,Automatique,46127,Diesel,2018,23 980,74600,6.073166666666666,45.8406
PEUGEOT,308,Manuelle,18995,Diesel,2020,21 990,63000,3.0863,45.7797
PEUGEOT,308,Manuelle,22000,Essence,2020,21 480,74600,6.073166666666666,45.8406
PEUGEOT,208,Manuelle,56025,Diesel,2018,13 480,13100,5.51904,43.5195
